English,Emoji,emoji_list
dry greeting,[EM]person raising hand[EM]expressionless face[EM]expressionless face[EM]expressionless face[EM],"[':person_raising_hand:', ':expressionless_face:', ':expressionless_face:', ':expressionless_face:']"
dry greeting,[EM]waving hand[EM]face with rolling eyes[EM],"[':waving_hand:', ':face_with_rolling_eyes:']"
dry greeting,[EM]sun[EM]woman raising hand light skin tone[EM],"[':sun:', ':woman_raising_hand_light_skin_tone:']"
dry greeting,[EM]hot springs[EM]waving hand[EM],"[':hot_springs:', ':waving_hand:']"
dry climate,[EM]desert[EM],[':desert:']
dry climate,[EM]sun[EM]sun[EM]sun[EM]hot face[EM],"[':sun:', ':sun:', ':sun:', ':hot_face:']"
dry climate,[EM]desert[EM]sun[EM],"[':desert:', ':sun:']"
dry climate,[EM]non-potable water[EM]desert[EM]cactus[EM],"[':non-potable_water:', ':desert:', ':cactus:']"
dry climate,[EM]cactus[EM]hot face[EM]hot face[EM]hot face[EM]hot face[EM],"[':cactus:', ':hot_face:', ':hot_face:', ':hot_face:', ':hot_face:']"
dry climate,[EM]sun[EM]wind face[EM],"[':sun:', ':wind_face:']"
dry climate,[EM]cactus[EM]thermometer[EM],"[':cactus:', ':thermometer:']"
dry climate,[EM]hot springs[EM]globe showing Americas[EM]thermometer[EM],"[':hot_springs:', ':globe_showing_Americas:', ':thermometer:']"
effective step,[EM]thumbs up[EM]ladder[EM],"[':thumbs_up:', ':ladder:']"
effective step,[EM]thumbs up[EM]footprints[EM]right arrow[EM],"[':thumbs_up:', ':footprints:', ':right_arrow:']"
effective step,[EM]clapping hands[EM]ladder[EM],"[':clapping_hands:', ':ladder:']"
effective step,[EM]thumbs up[EM]footprints[EM]light bulb[EM]speech balloon[EM],"[':thumbs_up:', ':footprints:', ':light_bulb:', ':speech_balloon:']"
effective step,[EM]hundred points[EM]hundred points[EM]hundred points[EM]sparkles[EM],"[':hundred_points:', ':hundred_points:', ':hundred_points:', ':sparkles:']"
effective step,[EM]thumbs up[EM]person walking[EM],"[':thumbs_up:', ':person_walking:']"
effective step,[EM]dashing away[EM]ladder[EM],"[':dashing_away:', ':ladder:']"
effective step,[EM]thumbs up[EM]footprints[EM],"[':thumbs_up:', ':footprints:']"
effective reprimand,[EM]thumbs up[EM]face with symbols on mouth[EM],"[':thumbs_up:', ':face_with_symbols_on_mouth:']"
effective reprimand,[EM]face with steam from nose[EM]speaking head[EM]speech balloon[EM],"[':face_with_steam_from_nose:', ':speaking_head:', ':speech_balloon:']"
effective reprimand,[EM]speaking head[EM]deaf woman[EM]thumbs up[EM],"[':speaking_head:', ':deaf_woman:', ':thumbs_up:']"
effective reprimand,[EM]thumbs up[EM]angry face[EM]pouting face[EM]face with steam from nose[EM],"[':thumbs_up:', ':angry_face:', ':pouting_face:', ':face_with_steam_from_nose:']"
effective reprimand,[EM]face with steam from nose[EM]face with steam from nose[EM]pensive face[EM]pensive face[EM]pensive face[EM]sad but relieved face[EM],"[':face_with_steam_from_nose:', ':face_with_steam_from_nose:', ':pensive_face:', ':pensive_face:', ':pensive_face:', ':sad_but_relieved_face:']"
effective reprimand,[EM]pouting face[EM]thumbs up[EM],"[':pouting_face:', ':thumbs_up:']"
effective reprimand,[EM]dashing away[EM]face with symbols on mouth[EM],"[':dashing_away:', ':face_with_symbols_on_mouth:']"
effective reprimand,[EM]thumbs up[EM]face with steam from nose[EM],"[':thumbs_up:', ':face_with_steam_from_nose:']"
effective entrance,[EM]thumbs up[EM]door[EM],"[':thumbs_up:', ':door:']"
effective entrance,[EM]thumbs up[EM]door[EM]person[EM],"[':thumbs_up:', ':door:', ':person:']"
effective entrance,[EM]woman dancing[EM]clapping hands[EM],"[':woman_dancing:', ':clapping_hands:']"
effective entrance,[EM]thumbs up[EM]door[EM],"[':thumbs_up:', ':door:']"
effective entrance,[EM]door[EM]clinking glasses[EM],"[':door:', ':clinking_glasses:']"
effective entrance,[EM]thumbs up[EM]right arrow[EM],"[':thumbs_up:', ':right_arrow:']"
effective entrance,[EM]dashing away[EM]door[EM],"[':dashing_away:', ':door:']"
effective entrance,[EM]thumbs up[EM]door[EM]unlocked[EM],"[':thumbs_up:', ':door:', ':unlocked:']"
foreign accent,[EM]airplane[EM]speaking head[EM],"[':airplane:', ':speaking_head:']"
foreign accent,[EM]alien[EM]speaking head[EM],"[':alien:', ':speaking_head:']"
foreign accent,[EM]Venezuela[EM]Montenegro[EM]Myanmar (Burma)[EM]studio microphone[EM]speaking head[EM],"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':studio_microphone:', ':speaking_head:']"
foreign accent,[EM]speaker high volume[EM]thinking face[EM]red question mark[EM]red question mark[EM],"[':speaker_high_volume:', ':thinking_face:', ':red_question_mark:', ':red_question_mark:']"
foreign accent,[EM]France[EM]Japan[EM]woman curly hair[EM],"[':France:', ':Japan:', ':woman_curly_hair:']"
foreign accent,[EM]airplane[EM]speaking head[EM]ear[EM],"[':airplane:', ':speaking_head:', ':ear:']"
foreign accent,[EM]speaking head[EM]woman shrugging[EM],"[':speaking_head:', ':woman_shrugging:']"
foreign accent,[EM]globe showing Asia-Australia[EM]speaking head[EM],"[':globe_showing_Asia-Australia:', ':speaking_head:']"
foreign nation,[EM]airplane[EM]world map[EM],"[':airplane:', ':world_map:']"
foreign nation,[EM]alien[EM]United Nations[EM],"[':alien:', ':United_Nations:']"
foreign nation,[EM]Venezuela[EM]Montenegro[EM]Myanmar (Burma)[EM]United Nations[EM],"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':United_Nations:']"
foreign nation,[EM]red question mark[EM]red question mark[EM]St. Barthélemy[EM]Northern Mariana Islands[EM]Diego Garcia[EM]Tristan da Cunha[EM],"[':red_question_mark:', ':red_question_mark:', ':St._Barthélemy:', ':Northern_Mariana_Islands:', ':Diego_Garcia:', ':Tristan_da_Cunha:']"
foreign nation,[EM]Afghanistan[EM]Åland Islands[EM]Albania[EM],"[':Afghanistan:', ':Åland_Islands:', ':Albania:']"
foreign nation,[EM]airplane[EM]desert island[EM],"[':airplane:', ':desert_island:']"
foreign nation,[EM]luggage[EM]British Indian Ocean Territory[EM]Bosnia & Herzegovina[EM]Guyana[EM]Equatorial Guinea[EM]crossed flags[EM]Georgia[EM],"[':luggage:', ':British_Indian_Ocean_Territory:', ':Bosnia_&_Herzegovina:', ':Guyana:', ':Equatorial_Guinea:', ':crossed_flags:', ':Georgia:']"
foreign nation,[EM]globe showing Asia-Australia[EM]United Kingdom[EM],"[':globe_showing_Asia-Australia:', ':United_Kingdom:']"
foreign city,[EM]airplane[EM]cityscape[EM],"[':airplane:', ':cityscape:']"
foreign city,[EM]alien[EM]cityscape[EM],"[':alien:', ':cityscape:']"
foreign city,[EM]Venezuela[EM]Montenegro[EM]Myanmar (Burma)[EM]cityscape at dusk[EM],"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':cityscape_at_dusk:']"
foreign city,[EM]red question mark[EM]red question mark[EM]cityscape at dusk[EM],"[':red_question_mark:', ':red_question_mark:', ':cityscape_at_dusk:']"
foreign city,[EM]Czechia[EM]Georgia[EM]Ghana[EM],"[':Czechia:', ':Georgia:', ':Ghana:']"
foreign city,[EM]airplane[EM]desert island[EM],"[':airplane:', ':desert_island:']"
foreign city,[EM]luggage[EM]British Indian Ocean Territory[EM],"[':luggage:', ':British_Indian_Ocean_Territory:']"
foreign city,[EM]globe showing Asia-Australia[EM]cityscape[EM],"[':globe_showing_Asia-Australia:', ':cityscape:']"
exotic cuisine,[EM]OK hand[EM]fork and knife with plate[EM],"[':OK_hand:', ':fork_and_knife_with_plate:']"
exotic cuisine,[EM]alien[EM]shallow pan of food[EM],"[':alien:', ':shallow_pan_of_food:']"
exotic cuisine,[EM]Venezuela[EM]Montenegro[EM]Myanmar (Burma)[EM]taco[EM]bento box[EM]sushi[EM],"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':taco:', ':bento_box:', ':sushi:']"
exotic cuisine,[EM]smiling face with horns[EM]stuffed flatbread[EM],"[':smiling_face_with_horns:', ':stuffed_flatbread:']"
exotic cuisine,[EM]bento box[EM]croissant[EM]pizza[EM],"[':bento_box:', ':croissant:', ':pizza:']"
exotic cuisine,[EM]exploding head[EM]mouth[EM]cup with straw[EM]bread[EM],"[':exploding_head:', ':mouth:', ':cup_with_straw:', ':bread:']"
exotic cuisine,[EM]thinking face[EM]cook[EM]taco[EM],"[':thinking_face:', ':cook:', ':taco:']"
exotic cuisine,[EM]globe showing Asia-Australia[EM]clinking glasses[EM],"[':globe_showing_Asia-Australia:', ':clinking_glasses:']"
delicate china,[EM]red exclamation mark[EM]China[EM],"[':red_exclamation_mark:', ':China:']"
delicate china,[EM]warning[EM]package[EM]fork and knife with plate[EM],"[':warning:', ':package:', ':fork_and_knife_with_plate:']"
delicate china,[EM]cross mark[EM]flexed biceps light skin tone[EM]China[EM]hot beverage[EM],"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':China:', ':hot_beverage:']"
delicate china,[EM]flexed biceps[EM]China[EM],"[':flexed_biceps:', ':China:']"
delicate china,[EM]China[EM]beaming face with smiling eyes[EM]thumbs up[EM],"[':China:', ':beaming_face_with_smiling_eyes:', ':thumbs_up:']"
delicate china,[EM]teapot[EM]fork and knife with plate[EM]China[EM],"[':teapot:', ':fork_and_knife_with_plate:', ':China:']"
delicate china,[EM]fork and knife with plate[EM]raising hands[EM],"[':fork_and_knife_with_plate:', ':raising_hands:']"
delicate china,[EM]thinking face[EM]China[EM],"[':thinking_face:', ':China:']"
delicate wing,[EM]stop sign[EM]honeybee[EM],"[':stop_sign:', ':honeybee:']"
delicate wing,[EM]warning[EM]package[EM]hatching chick[EM],"[':warning:', ':package:', ':hatching_chick:']"
delicate wing,[EM]cross mark[EM]flexed biceps light skin tone[EM]butterfly[EM],"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':butterfly:']"
delicate wing,[EM]hatching chick[EM]money with wings[EM],"[':hatching_chick:', ':money_with_wings:']"
delicate wing,[EM]wind face[EM]sewing needle[EM]person rowing boat[EM],"[':wind_face:', ':sewing_needle:', ':person_rowing_boat:']"
delicate wing,[EM]eagle[EM]dove[EM],"[':eagle:', ':dove:']"
delicate wing,[EM]butterfly[EM],[':butterfly:']
delicate wing,[EM]thinking face[EM]dove[EM],"[':thinking_face:', ':dove:']"
delicate negotiation,[EM]white exclamation mark[EM]speech balloon[EM],"[':white_exclamation_mark:', ':speech_balloon:']"
delicate negotiation,[EM]warning[EM]package[EM]speaking head[EM]speech balloon[EM],"[':warning:', ':package:', ':speaking_head:', ':speech_balloon:']"
delicate negotiation,[EM]person in lotus position[EM]dove[EM]peace symbol[EM]speaking head[EM],"[':person_in_lotus_position:', ':dove:', ':peace_symbol:', ':speaking_head:']"
delicate negotiation,[EM]double exclamation mark[EM]speaking head[EM],"[':double_exclamation_mark:', ':speaking_head:']"
delicate negotiation,[EM]speaking head[EM]grinning face with big eyes[EM],"[':speaking_head:', ':grinning_face_with_big_eyes:']"
delicate negotiation,[EM]handshake[EM]dove[EM]peace symbol[EM],"[':handshake:', ':dove:', ':peace_symbol:']"
delicate negotiation,[EM]person raising hand[EM]deaf man[EM]man pouting[EM]man raising hand[EM]deaf person[EM]person pouting[EM],"[':person_raising_hand:', ':deaf_man:', ':man_pouting:', ':man_raising_hand:', ':deaf_person:', ':person_pouting:']"
delicate negotiation,[EM]thinking face[EM]busts in silhouette[EM],"[':thinking_face:', ':busts_in_silhouette:']"
delicate flavor,[EM]revolving hearts[EM]steaming bowl[EM],"[':revolving_hearts:', ':steaming_bowl:']"
delicate flavor,[EM]warning[EM]package[EM]face savoring food[EM],"[':warning:', ':package:', ':face_savoring_food:']"
delicate flavor,[EM]cross mark[EM]hot pepper[EM]tongue[EM],"[':cross_mark:', ':hot_pepper:', ':tongue:']"
delicate flavor,[EM]smiling face with horns[EM]squinting face with tongue[EM],"[':smiling_face_with_horns:', ':squinting_face_with_tongue:']"
delicate flavor,[EM]squinting face with tongue[EM]face savoring food[EM],"[':squinting_face_with_tongue:', ':face_savoring_food:']"
delicate flavor,[EM]face savoring food[EM]thumbs up[EM],"[':face_savoring_food:', ':thumbs_up:']"
delicate flavor,[EM]tongue[EM]thinking face[EM],"[':tongue:', ':thinking_face:']"
delicate flavor,[EM]face savoring food[EM]thinking face[EM],"[':face_savoring_food:', ':thinking_face:']"
fresh bread,[EM]grinning face[EM]bread[EM],"[':grinning_face:', ':bread:']"
fresh bread,[EM]control knobs[EM]alarm clock[EM]bread[EM]hot springs[EM],"[':control_knobs:', ':alarm_clock:', ':bread:', ':hot_springs:']"
fresh bread,[EM]NEW button[EM]bread[EM],"[':NEW_button:', ':bread:']"
fresh bread,[EM]sparkles[EM]bread[EM],"[':sparkles:', ':bread:']"
fresh bread,[EM]bread[EM]timer clock[EM]hot springs[EM],"[':bread:', ':timer_clock:', ':hot_springs:']"
fresh bread,[EM]soap[EM]bread[EM],"[':soap:', ':bread:']"
fresh bread,[EM]man cook[EM]hourglass done[EM]bread[EM],"[':man_cook:', ':hourglass_done:', ':bread:']"
fresh bread,[EM]cook[EM]bread[EM],"[':cook:', ':bread:']"
fresh bread,[EM]face savoring food[EM]bread[EM],"[':face_savoring_food:', ':bread:']"
fresh scent,[EM]wind face[EM]nose[EM]OK hand[EM]relieved face[EM],"[':wind_face:', ':nose:', ':OK_hand:', ':relieved_face:']"
fresh scent,[EM]dashing away[EM]nose[EM]grinning face with big eyes[EM],"[':dashing_away:', ':nose:', ':grinning_face_with_big_eyes:']"
fresh scent,[EM]NEW button[EM]nose[EM],"[':NEW_button:', ':nose:']"
fresh scent,[EM]sparkles[EM]dashing away[EM]smiling face with heart-eyes[EM],"[':sparkles:', ':dashing_away:', ':smiling_face_with_heart-eyes:']"
fresh scent,[EM]tangerine[EM]lemon[EM]nose[EM],"[':tangerine:', ':lemon:', ':nose:']"
fresh scent,[EM]soap[EM]nose[EM]dashing away[EM],"[':soap:', ':nose:', ':dashing_away:']"
fresh scent,[EM]boy[EM]shower[EM]soap[EM]hibiscus[EM],"[':boy:', ':shower:', ':soap:', ':hibiscus:']"
fresh scent,[EM]wind face[EM],[':wind_face:']
fresh scent,[EM]face savoring food[EM]nose[EM],"[':face_savoring_food:', ':nose:']"
fresh lettuce,[EM]leafy green[EM],[':leafy_green:']
fresh lettuce,[EM]woman farmer[EM]leafy green[EM],"[':woman_farmer:', ':leafy_green:']"
fresh lettuce,[EM]NEW button[EM]leafy green[EM],"[':NEW_button:', ':leafy_green:']"
fresh lettuce,[EM]sparkles[EM]leafy green[EM],"[':sparkles:', ':leafy_green:']"
fresh lettuce,[EM]man farmer[EM]leafy green[EM],"[':man_farmer:', ':leafy_green:']"
fresh lettuce,[EM]soap[EM]leafy green[EM],"[':soap:', ':leafy_green:']"
fresh lettuce,[EM]leaf fluttering in wind[EM]leafy green[EM]leaf fluttering in wind[EM],"[':leaf_fluttering_in_wind:', ':leafy_green:', ':leaf_fluttering_in_wind:']"
fresh lettuce,[EM]farmer[EM]leafy green[EM]leafy green[EM],"[':farmer:', ':leafy_green:', ':leafy_green:']"
fresh lettuce,[EM]face savoring food[EM]leafy green[EM],"[':face_savoring_food:', ':leafy_green:']"
fresh air,[EM]wind face[EM]face exhaling[EM],"[':wind_face:', ':face_exhaling:']"
fresh air,[EM]globe showing Europe-Africa[EM]thumbs up[EM]dashing away[EM]multiply[EM]cigarette[EM],"[':globe_showing_Europe-Africa:', ':thumbs_up:', ':dashing_away:', ':multiply:', ':cigarette:']"
fresh air,[EM]NEW button[EM]airplane[EM],"[':NEW_button:', ':airplane:']"
fresh air,[EM]wind face[EM]sparkles[EM],"[':wind_face:', ':sparkles:']"
fresh air,[EM]dashing away[EM]nose[EM]no smoking[EM],"[':dashing_away:', ':nose:', ':no_smoking:']"
fresh air,[EM]soap[EM]dashing away[EM],"[':soap:', ':dashing_away:']"
fresh air,[EM]sun[EM]mountain[EM]dashing away[EM]leaf fluttering in wind[EM]leaf fluttering in wind[EM],"[':sun:', ':mountain:', ':dashing_away:', ':leaf_fluttering_in_wind:', ':leaf_fluttering_in_wind:']"
fresh air,[EM]wind face[EM],[':wind_face:']
fresh air,[EM]face savoring food[EM]tornado[EM],"[':face_savoring_food:', ':tornado:']"
sound explanation,[EM]speaking head[EM]deaf woman[EM],"[':speaking_head:', ':deaf_woman:']"
sound explanation,[EM]thinking face[EM]brain[EM]speaker high volume[EM]speaking head[EM]smiling face[EM]thumbs up[EM],"[':thinking_face:', ':brain:', ':speaker_high_volume:', ':speaking_head:', ':smiling_face:', ':thumbs_up:']"
sound explanation,[EM]thumbs up[EM]speaking head[EM],"[':thumbs_up:', ':speaking_head:']"
sound explanation,[EM]speaking head[EM]ear[EM]thumbs up[EM],"[':speaking_head:', ':ear:', ':thumbs_up:']"
sound explanation,[EM]thinking face[EM]brain[EM]speaking head[EM]slightly smiling face[EM]OK button[EM],"[':thinking_face:', ':brain:', ':speaking_head:', ':slightly_smiling_face:', ':OK_button:']"
sound explanation,[EM]speaker low volume[EM]speaking head[EM],"[':speaker_low_volume:', ':speaking_head:']"
sound explanation,[EM]teacher[EM]speaking head[EM],"[':teacher:', ':speaking_head:']"
sound explanation,[EM]person raising hand[EM]deaf woman[EM]thumbs up[EM],"[':person_raising_hand:', ':deaf_woman:', ':thumbs_up:']"
sound explanation,[EM]ear[EM]speaking head[EM],"[':ear:', ':speaking_head:']"
sound approach,[EM]face with monocle[EM],[':face_with_monocle:']
sound approach,[EM]brain[EM]speaker high volume[EM]person walking[EM],"[':brain:', ':speaker_high_volume:', ':person_walking:']"
sound approach,[EM]thumbs up[EM]fast-forward button[EM],"[':thumbs_up:', ':fast-forward_button:']"
sound approach,[EM]hundred points[EM]light bulb[EM],"[':hundred_points:', ':light_bulb:']"
sound approach,[EM]speaker high volume[EM]person walking[EM],"[':speaker_high_volume:', ':person_walking:']"
sound approach,[EM]speaker low volume[EM]right arrow[EM]right arrow curving down[EM],"[':speaker_low_volume:', ':right_arrow:', ':right_arrow_curving_down:']"
sound approach,[EM]boy[EM]magnifying glass tilted left[EM]memo[EM],"[':boy:', ':magnifying_glass_tilted_left:', ':memo:']"
sound approach,[EM]thumbs up[EM]writing hand[EM]bookmark tabs[EM],"[':thumbs_up:', ':writing_hand:', ':bookmark_tabs:']"
sound approach,[EM]ear[EM]clipboard[EM],"[':ear:', ':clipboard:']"
sound thrashing,[EM]face with spiral eyes[EM],[':face_with_spiral_eyes:']
sound thrashing,[EM]speaker high volume[EM]oncoming fist[EM],"[':speaker_high_volume:', ':oncoming_fist:']"
sound thrashing,[EM]thumbs up[EM]wastebasket[EM],"[':thumbs_up:', ':wastebasket:']"
sound thrashing,[EM]speaking head[EM]wastebasket[EM],"[':speaking_head:', ':wastebasket:']"
sound thrashing,[EM]speaker high volume[EM]boxing glove[EM],"[':speaker_high_volume:', ':boxing_glove:']"
sound thrashing,[EM]speaker low volume[EM]wastebasket[EM]litter in bin sign[EM],"[':speaker_low_volume:', ':wastebasket:', ':litter_in_bin_sign:']"
